5.000000000000000000e+01,0.000000000000000000e+00,-2.066542028348983609e-02
5.500000000000000000e+01,0.000000000000000000e+00,-1.559411065478318731e-02
6.000000000000000000e+01,0.000000000000000000e+00,-8.920610895283547642e-03
6.500000000000000000e+01,0.000000000000000000e+00,9.700369685394689707e-04
7.000000000000000000e+01,0.000000000000000000e+00,1.773288484215142236e-02
7.500000000000000000e+01,0.000000000000000000e+00,5.223132321851582660e-02
8.000000000000000000e+01,0.000000000000000000e+00,1.586628950473904509e-01
8.500000000000000000e+01,0.000000000000000000e+00,1.133468655944097463e+03
9.000000000000000000e+01,0.000000000000000000e+00,-2.798658754128892645e-01
9.500000000000000000e+01,0.000000000000000000e+00,-1.743593507695656575e-01
1.000000000000000000e+02,0.000000000000000000e+00,-1.415250405014299162e-01
1.050000000000000000e+02,0.000000000000000000e+00,-1.271701745043612441e-01
1.100000000000000000e+02,0.000000000000000000e+00,-1.204990332301619782e-01
1.150000000000000000e+02,0.000000000000000000e+00,-1.179604215465555189e-01
1.200000000000000000e+02,0.000000000000000000e+00,-1.180879112038634438e-01
1.250000000000000000e+02,0.000000000000000000e+00,-1.202157640767537866e-01
1.300000000000000000e+02,0.000000000000000000e+00,-1.240595466107622669e-01
1.350000000000000000e+02,0.000000000000000000e+00,-1.295620946392604667e-01
1.400000000000000000e+02,0.000000000000000000e+00,-1.368471377179428794e-01
1.450000000000000000e+02,0.000000000000000000e+00,-1.462413472112512047e-01
1.500000000000000000e+02,0.000000000000000000e+00,-1.583859769282439378e-01
1.550000000000000000e+02,0.000000000000000000e+00,-1.745708099180641182e-01
1.600000000000000000e+02,0.000000000000000000e+00,-1.979462130560015187e-01
1.650000000000000000e+02,0.000000000000000000e+00,-2.412778745924890611e-01
1.700000000000000000e+02,0.000000000000000000e+00,-1.415106779750356125e+01
1.750000000000000000e+02,0.000000000000000000e+00,-2.265426140123024679e-01
1.800000000000000000e+02,0.000000000000000000e+00,-3.309687151354707146e-01
1.850000000000000000e+02,0.000000000000000000e+00,-5.615398765551866678e-01
1.900000000000000000e+02,0.000000000000000000e+00,-1.707588470018347948e+01
1.950000000000000000e+02,0.000000000000000000e+00,2.735179699342231707e-01
2.000000000000000000e+02,0.000000000000000000e+00,2.194058994613394889e-02
2.050000000000000000e+02,0.000000000000000000e+00,-8.220834778720659264e-02
2.100000000000000000e+02,0.000000000000000000e+00,-1.569769814239835304e-01
2.150000000000000000e+02,0.000000000000000000e+00,-2.293373177223008152e-01
2.200000000000000000e+02,0.000000000000000000e+00,-3.148749971924688640e-01
2.250000000000000000e+02,0.000000000000000000e+00,-4.343032726635943086e-01
2.300000000000000000e+02,0.000000000000000000e+00,-6.370980376592392247e-01
2.350000000000000000e+02,0.000000000000000000e+00,-1.131600782414495576e+00
2.400000000000000000e+02,0.000000000000000000e+00,-8.494973111138660826e+00
2.450000000000000000e+02,0.000000000000000000e+00,6.568360267706534472e-01
2.500000000000000000e+02,0.000000000000000000e+00,-5.081500546877881774e-01
2.550000000000000000e+02,0.000000000000000000e+00,-2.158884931946094810e+01
2.600000000000000000e+02,0.000000000000000000e+00,1.458562953059475031e+00
2.650000000000000000e+02,0.000000000000000000e+00,7.641906737949716311e-01
2.700000000000000000e+02,0.000000000000000000e+00,4.958805606094093266e-01
2.750000000000000000e+02,0.000000000000000000e+00,3.203052360002505150e-01
2.800000000000000000e+02,0.000000000000000000e+00,1.543193304367407315e-01
2.850000000000000000e+02,0.000000000000000000e+00,-7.877808468742675263e-02
2.900000000000000000e+02,0.000000000000000000e+00,-6.595655446326187388e-01
2.950000000000000000e+02,0.000000000000000000e+00,4.050231871444617582e+02
3.000000000000000000e+02,0.000000000000000000e+00,1.355504890300687215e+00
